GENE	TP	FP	FN	P	R
ENSG00000120341	0	506	0	0.0	0
ENSG00000217327	0	0	0	0	0
ENSG00000264005	0	0	0	0	0
ENSG00000199910	368	249	8	0.596	0.979
ENSG00000275185	6	66	0	0.083	1.0
ENSG00000141756	579	22	23	0.963	0.962
ENSG00000262880	129	1173	5	0.099	0.963
ENSG00000214140	427	2171	9	0.164	0.979
ENSG00000152382	3118	25	72	0.992	0.977
ENSG00000121486	459	39	17	0.922	0.964
ENSG00000232215	14	33	0	0.298	1.0
ENSG00000207021	0	0	0	0	0
ENSG00000237481	0	3487	0	0.0	0
ENSG00000116906	314	105	10	0.749	0.969
ENSG00000143458	197	349	9	0.361	0.956
ENSG00000285559	10	2	0	0.833	1.0
ENSG00000220749	0	4	0	0.0	0
ENSG00000206713	0	0	0	0	0
ENSG00000233767	169	2	3	0.988	0.983
ENSG00000141574	1146	3	50	0.997	0.958
ENSG00000185668	0	0	0	0	0
ENSG00000252338	57	0	11	1.0	0.838
ENSG00000187144	196	344	10	0.363	0.951
ENSG00000232237	1337	0	27	1.0	0.98
ENSG00000233635	2649	739	107	0.782	0.961
ENSG00000169991	46	25	2	0.648	0.958
ENSG00000187959	3339	29	237	0.991	0.934
ENSG00000279648	0	0	0	0	0
ENSG00000277117	358	63	16	0.85	0.957
ENSG00000258082	524	0	12	1.0	0.978
ENSG00000275066	26222	149	1048	0.994	0.962
ENSG00000238419	0	0	0	0	0
ENSG00000198743	5873	110	85	0.982	0.986
ENSG00000183682	387	8017	13	0.046	0.968
ENSG00000199934	0	0	0	0	0
ENSG00000236948	74	49	2	0.602	0.974
ENSG00000228750	1413	5	35	0.996	0.976
ENSG00000163131	455	45	21	0.91	0.956
ENSG00000162639	627	171	27	0.786	0.959
ENSG00000237756	8	0	0	1.0	1.0
ENSG00000237973	0	3	0	0.0	0
ENSG00000197437	106	7	0	0.938	1.0
ENSG00000006788	63	394	7	0.138	0.9
ENSG00000229400	398	21	14	0.95	0.966
ENSG00000277702	0	61	0	0.0	0
ENSG00000214204	4	0	0	1.0	1.0
ENSG00000233717	90	21	12	0.811	0.882
ENSG00000264940	12	49	0	0.197	1.0
ENSG00000264720	4	0	0	1.0	1.0
ENSG00000082482	3178	93	82	0.972	0.975
ENSG00000225905	4	14	0	0.222	1.0
ENSG00000261873	448	120	28	0.789	0.941
ENSG00000232623	0	10	2	0.0	0.0
ENSG00000235361	236	9	26	0.963	0.901
ENSG00000185839	0	66	0	0.0	0
ENSG00000137942	826	508	30	0.619	0.965
ENSG00000117525	278	11	4	0.962	0.986
ENSG00000197323	4	409	0	0.01	1.0
ENSG00000175866	1491	72	97	0.954	0.939
ENSG00000280425	0	3450	0	0.0	0
ENSG00000269896	79	0	1	1.0	0.988
ENSG00000237202	0	0	0	0	0
ENSG00000283904	10	101	2	0.09	0.833
ENSG00000231353	0	0	0	0	0
ENSG00000197587	16	4	0	0.8	1.0
ENSG00000234088	0	0	0	0	0
ENSG00000229612	0	0	0	0	0
ENSG00000117385	3003	35	127	0.988	0.959
ENSG00000222849	0	699	0	0.0	0
ENSG00000230113	0	47	0	0.0	0
ENSG00000286389	224	2	4	0.991	0.982
ENSG00000265349	2	986	0	0.002	1.0
ENSG00000249906	279	185	3	0.601	0.989
ENSG00000260256	0	0	0	0	0
ENSG00000270870	10	0	2	1.0	0.833
ENSG00000272880	54	0	0	1.0	1.0
ENSG00000280114	0	560	0	0.0	0
ENSG00000117399	0	2	0	0.0	0
ENSG00000212230	0	3	0	0.0	0
ENSG00000233215	3664	49	102	0.987	0.973
ENSG00000184260	0	3	0	0.0	0
ENSG00000202609	0	0	0	0	0
ENSG00000123689	0	0	0	0	0
ENSG00000197956	0	7	0	0.0	0
ENSG00000117091	0	8393	0	0.0	0
ENSG00000108666	234	115	12	0.67	0.951
ENSG00000183979	0	81	0	0.0	0
ENSG00000284733	0	10	0	0.0	0
ENSG00000143627	0	28	0	0.0	0
ENSG00000229330	10	0	0	1.0	1.0
ENSG00000230849	0	0	0	0	0
ENSG00000085465	77	5	3	0.939	0.963
ENSG00000282887	18	0	0	1.0	1.0
ENSG00000207022	0	0	0	0	0
ENSG00000186086	2029	1681	113	0.547	0.947
ENSG00000207614	0	4	0	0.0	0
ENSG00000265315	0	193	0	0.0	0
ENSG00000223217	0	2	0	0.0	0
ENSG00000178821	12	0	0	1.0	1.0
ENSG00000233421	0	638	0	0.0	0
ENSG00000126351	3029	49	85	0.984	0.973
ENSG00000226960	0	0	0	0	0
ENSG00000278740	0	0	0	0	0
ENSG00000199801	0	0	0	0	0
ENSG00000185262	483	3	17	0.994	0.966
ENSG00000206805	0	0	0	0	0
ENSG00000163518	1920	18	70	0.991	0.965
ENSG00000176845	21	0	1	1.0	0.955
ENSG00000160050	107	3	15	0.973	0.877
ENSG00000230027	29	89	1	0.246	0.967
ENSG00000287510	6	0	0	1.0	1.0
ENSG00000284602	0	9	0	0.0	0
ENSG00000264145	0	2	0	0.0	0
ENSG00000132768	1744	0	56	1.0	0.969
ENSG00000206999	0	0	0	0	0
ENSG00000227495	390	1	14	0.997	0.965
ENSG00000117152	14887	0	335	1.0	0.978
ENSG00000266644	0	35	0	0.0	0
ENSG00000232175	0	0	0	0	0
ENSG00000280040	8	0	0	1.0	1.0
ENSG00000159259	2421	190	79	0.927	0.968
ENSG00000173641	1447	0	51	1.0	0.966
ENSG00000242396	565	8	9	0.986	0.984
ENSG00000223828	0	0	0	0	0
ENSG00000266114	23	1	1	0.958	0.958
ENSG00000275774	44	27	0	0.62	1.0
ENSG00000280022	4	0	0	1.0	1.0
ENSG00000273544	0	42	0	0.0	0
ENSG00000137975	980	13	36	0.987	0.965
ENSG00000131899	0	51	0	0.0	0
ENSG00000050628	1113	134	43	0.893	0.963
ENSG00000254154	536	1290	24	0.294	0.957
ENSG00000238003	2	126	0	0.016	1.0
ENSG00000239203	0	56	0	0.0	0
ENSG00000267344	0	8	0	0.0	0
ENSG00000257950	561	1273	35	0.306	0.941
ENSG00000182481	1891	14	63	0.993	0.968
ENSG00000159199	484	0	30	1.0	0.942
ENSG00000262692	0	12	0	0.0	0
ENSG00000270601	0	761	0	0.0	0
ENSG00000271949	0	566	0	0.0	0
ENSG00000124422	4721	82	143	0.983	0.971
ENSG00000261915	5588	2247	276	0.713	0.953
ENSG00000285947	0	2041	0	0.0	0
ENSG00000174231	704	128	10	0.846	0.986
ENSG00000274940	0	1033	0	0.0	0
ENSG00000277249	0	5	0	0.0	0
ENSG00000182173	464	1	22	0.998	0.955
ENSG00000233332	2	0	0	1.0	1.0
ENSG00000231714	250	0	8	1.0	0.969
ENSG00000264240	2	2	0	0.5	1.0
ENSG00000272145	0	145	0	0.0	0
ENSG00000108515	2258	37	100	0.984	0.958
ENSG00000271380	0	390	0	0.0	0
ENSG00000275722	23	11	1	0.676	0.958
ENSG00000274450	0	0	0	0	0
ENSG00000273059	0	50	0	0.0	0
ENSG00000231507	2622	13	112	0.995	0.959
ENSG00000228121	0	3	0	0.0	0
ENSG00000235251	152	0	2	1.0	0.987
ENSG00000277958	0	3	0	0.0	0
ENSG00000143036	4161	150	207	0.965	0.953
ENSG00000185523	1628	33	66	0.98	0.961
ENSG00000238042	4785	150	199	0.97	0.96
ENSG00000212658	46	0	0	1.0	1.0
ENSG00000207606	5	0	1	1.0	0.833
ENSG00000229821	0	16	0	0.0	0
ENSG00000275207	819	11	31	0.987	0.964
ENSG00000141161	79	18	1	0.814	0.988
ENSG00000007174	1609	782	69	0.673	0.959
ENSG00000207502	0	0	0	0	0
ENSG00000228255	0	9	0	0.0	0
ENSG00000027869	618	219	22	0.738	0.966
ENSG00000270652	530	1	16	0.998	0.971
ENSG00000265415	0	75	0	0.0	0
ENSG00000108423	2374	302	92	0.887	0.963
ENSG00000229519	517	0	11	1.0	0.979
ENSG00000263494	45	5186	33	0.009	0.577
ENSG00000211452	2038	30	52	0.985	0.975
ENSG00000233922	16	18	0	0.471	1.0
ENSG00000231100	434	0	10	1.0	0.977
ENSG00000007923	678	255	32	0.727	0.955
ENSG00000179862	82	0	4	1.0	0.953
ENSG00000262877	271	2	5	0.993	0.982
ENSG00000160233	0	0	0	0	0
ENSG00000272167	342	0	2	1.0	0.994
ENSG00000233875	71	543	3	0.116	0.959
ENSG00000131746	21650	36	832	0.998	0.963
ENSG00000265494	0	0	0	0	0
ENSG00000286899	35	5	1	0.875	0.972
ENSG00000227237	0	176	0	0.0	0
ENSG00000125449	2006	308	46	0.867	0.978
ENSG00000251754	0	0	0	0	0
ENSG00000234473	16	0	0	1.0	1.0
ENSG00000162888	44	33	0	0.571	1.0
ENSG00000126070	2882	369	90	0.886	0.97
ENSG00000213516	421	22	7	0.95	0.984
ENSG00000143507	2702	20	62	0.993	0.978
ENSG00000143393	7740	135	226	0.983	0.972
ENSG00000264421	8	0	0	1.0	1.0
ENSG00000159086	2453	3278	125	0.428	0.952
ENSG00000237928	66	175	0	0.274	1.0
ENSG00000182898	0	0	0	0	0
ENSG00000143390	3574	8	198	0.998	0.948
ENSG00000120337	0	0	0	0	0
ENSG00000152760	540	2	26	0.996	0.954
ENSG00000270714	28	59	0	0.322	1.0
ENSG00000229846	0	122	0	0.0	0
ENSG00000169750	41	0	1	1.0	0.976
ENSG00000184908	46	12	2	0.793	0.958
ENSG00000223905	0	0	0	0	0
ENSG00000225616	0	0	0	0	0
ENSG00000109084	994	1215	36	0.45	0.965
ENSG00000274244	2	0	0	1.0	1.0
ENSG00000162763	0	20	0	0.0	0
ENSG00000160182	0	2	0	0.0	0
ENSG00000162722	0	14	0	0.0	0
ENSG00000271806	0	73	0	0.0	0
ENSG00000276409	333	88	13	0.791	0.962
ENSG00000229336	0	0	0	0	0
ENSG00000224968	0	804	0	0.0	0
ENSG00000134716	509	41	17	0.925	0.968
ENSG00000226984	0	0	0	0	0
ENSG00000215893	0	0	0	0	0
ENSG00000263528	57	87	5	0.396	0.919
ENSG00000163202	984	0	28	1.0	0.972
ENSG00000253047	416	0	8	1.0	0.981
ENSG00000121775	1163	202	47	0.852	0.961
ENSG00000116783	2920	11322	178	0.205	0.943
ENSG00000182459	366	186	10	0.663	0.973
ENSG00000283824	0	629	0	0.0	0
ENSG00000222046	175	433	7	0.288	0.962
ENSG00000227311	0	5	0	0.0	0
ENSG00000160285	38237	196	1747	0.995	0.956
ENSG00000280191	225	239	5	0.485	0.978
ENSG00000236069	44	226	2	0.163	0.957
ENSG00000158966	1512	172	54	0.898	0.966
ENSG00000247011	305	30	7	0.91	0.978
ENSG00000232113	4	4	0	0.5	1.0
ENSG00000263647	0	310	0	0.0	0
ENSG00000267365	537	43	11	0.926	0.98
ENSG00000222821	0	0	0	0	0
ENSG00000287919	197	0	5	1.0	0.975
ENSG00000282057	20	248	0	0.075	1.0
ENSG00000259946	0	0	0	0	0
ENSG00000132718	14	53	0	0.209	1.0
ENSG00000134245	41	2108	1	0.019	0.976
ENSG00000228348	105	0	1	1.0	0.991
ENSG00000252515	106	94	6	0.53	0.946
ENSG00000263370	154	7	8	0.957	0.951
ENSG00000201791	0	0	0	0	0
ENSG00000116353	2077	69	111	0.968	0.949
ENSG00000108784	2	21	0	0.087	1.0
ENSG00000225159	0	0	0	0	0
ENSG00000270110	587	1650	13	0.262	0.978
ENSG00000084652	0	55	0	0.0	0
ENSG00000199879	2	0	0	1.0	1.0
ENSG00000284532	0	85	0	0.0	0
ENSG00000204584	6	245	0	0.024	1.0
ENSG00000213559	0	0	0	0	0
ENSG00000279324	32	0	0	1.0	1.0
ENSG00000156284	6	0	0	1.0	1.0
ENSG00000201596	0	0	0	0	0
ENSG00000141556	4488	602	406	0.882	0.917
ENSG00000237980	36	3	2	0.923	0.947
ENSG00000207302	0	0	0	0	0
ENSG00000228331	15	0	1	1.0	0.938
ENSG00000267349	0	0	0	0	0
ENSG00000263590	0	667	0	0.0	0
ENSG00000173614	142	447	2	0.241	0.986
ENSG00000161692	1488	149	52	0.909	0.966
ENSG00000235827	231	0	5	1.0	0.979
ENSG00000162851	0	60	0	0.0	0
ENSG00000120948	1778	109	84	0.942	0.955
ENSG00000231691	207	0	7	1.0	0.967
ENSG00000265107	376	71	10	0.841	0.974
ENSG00000213664	0	0	0	0	0
ENSG00000265801	0	0	0	0	0
ENSG00000228140	4	7	0	0.364	1.0
ENSG00000232883	0	0	0	0	0
ENSG00000215353	0	0	0	0	0
ENSG00000265798	229	160	7	0.589	0.97
ENSG00000286018	0	59	0	0.0	0
ENSG00000117602	3971	181	125	0.956	0.969
ENSG00000266473	0	7	0	0.0	0
ENSG00000234159	0	6	0	0.0	0
ENSG00000199672	0	0	0	0	0
ENSG00000264078	30	57	0	0.345	1.0
ENSG00000278845	0	173	0	0.0	0
ENSG00000131910	0	6	0	0.0	0
ENSG00000225650	28	0	0	1.0	1.0
ENSG00000169442	117	28	5	0.807	0.959
ENSG00000259384	1859	22	79	0.988	0.959
ENSG00000200013	0	0	0	0	0
ENSG00000280183	433	0	3	1.0	0.993
ENSG00000180329	258	1203	12	0.177	0.956
ENSG00000284188	10413	7	199	0.999	0.981
ENSG00000162761	0	399	0	0.0	0
ENSG00000227585	0	0	0	0	0
ENSG00000275532	0	225	0	0.0	0
ENSG00000073754	219	46	17	0.826	0.928
ENSG00000131462	251	37	11	0.872	0.958
ENSG00000261781	26	5	0	0.839	1.0
ENSG00000237575	0	0	0	0	0
ENSG00000264138	119	0	3	1.0	0.975
ENSG00000277579	553	24	9	0.958	0.984
ENSG00000284740	63	12	3	0.84	0.955
ENSG00000230026	58	0	0	1.0	1.0
ENSG00000137960	165	402	9	0.291	0.948
ENSG00000159164	0	5	0	0.0	0
ENSG00000272865	0	95	0	0.0	0
ENSG00000226028	109	0	1	1.0	0.991
ENSG00000141543	4052	31	134	0.992	0.968
ENSG00000231064	992	795	52	0.555	0.95
ENSG00000129219	3010	60	140	0.98	0.956
ENSG00000225762	0	49	0	0.0	0
ENSG00000162385	552	34	16	0.942	0.972
ENSG00000239671	268	0	6	1.0	0.978
ENSG00000224540	6	0	0	1.0	1.0
ENSG00000233907	0	0	0	0	0
ENSG00000143603	1746	106	60	0.943	0.967
ENSG00000223599	4	0	0	1.0	1.0
ENSG00000206888	0	304	0	0.0	0
ENSG00000237457	84	0	0	1.0	1.0
ENSG00000285239	0	4	0	0.0	0
ENSG00000131473	4615	195	197	0.959	0.959
ENSG00000229994	173	32	1	0.844	0.994
ENSG00000284662	10	0	0	1.0	1.0
ENSG00000238316	0	4	0	0.0	0
ENSG00000234678	0	1058	0	0.0	0
ENSG00000159516	0	1	0	0.0	0
ENSG00000242125	1410	655	32	0.683	0.978
ENSG00000263571	1373	35	39	0.975	0.972
ENSG00000125944	3094	92	70	0.971	0.978
ENSG00000229607	0	6	0	0.0	0
ENSG00000213088	4	2	0	0.667	1.0
ENSG00000225487	134	0	0	1.0	1.0
ENSG00000284005	61	0	1	1.0	0.984
ENSG00000004139	2223	1390	41	0.615	0.982
ENSG00000187080	79	0	3	1.0	0.963
ENSG00000272506	861	2	19	0.998	0.978
ENSG00000052723	95	1	3	0.99	0.969
ENSG00000116750	1153	751	63	0.606	0.948
ENSG00000172057	634	0	18	1.0	0.972
ENSG00000172031	160	20	4	0.889	0.976
ENSG00000273872	0	0	0	0	0
ENSG00000244676	0	657	0	0.0	0
ENSG00000079277	4015	4880	165	0.451	0.961
ENSG00000198756	15101	40	339	0.997	0.978
ENSG00000274756	0	1	0	0.0	0
ENSG00000240219	10	0	0	1.0	1.0
ENSG00000281903	2	124	0	0.016	1.0
ENSG00000254539	0	1133	0	0.0	0
ENSG00000126562	650	82	30	0.888	0.956
ENSG00000232952	0	0	0	0	0
ENSG00000241128	0	4	0	0.0	0
ENSG00000237976	0	200	0	0.0	0
ENSG00000198821	241	128	9	0.653	0.964
ENSG00000265262	0	0	0	0	0
ENSG00000202056	0	0	0	0	0
ENSG00000275167	0	0	0	0	0
ENSG00000171608	2475	1663	89	0.598	0.965
ENSG00000181885	1065	28	41	0.974	0.963
ENSG00000242398	14	0	0	1.0	1.0
ENSG00000202408	36	0	0	1.0	1.0
ENSG00000233410	23	0	1	1.0	0.958
ENSG00000263883	4	0	0	1.0	1.0
ENSG00000171346	471	19	21	0.961	0.957
ENSG00000215952	5	0	1	1.0	0.833
ENSG00000227421	0	14	0	0.0	0
ENSG00000238054	1931	14	61	0.993	0.969
ENSG00000259623	2172	28	34	0.987	0.985
ENSG00000228703	12	1418	0	0.008	1.0
ENSG00000264743	0	0	0	0	0
ENSG00000270620	21	0	3	1.0	0.875
ENSG00000266369	0	0	0	0	0
ENSG00000249493	0	3	0	0.0	0
ENSG00000263171	0	2442	0	0.0	0
ENSG00000007908	672	207	18	0.765	0.974
ENSG00000267603	846	26	20	0.97	0.977
ENSG00000185332	126	61	4	0.674	0.969
ENSG00000222623	0	66	0	0.0	0
ENSG00000117597	0	18	0	0.0	0
ENSG00000063015	2791	106	105	0.963	0.964
ENSG00000280069	43	6	1	0.878	0.977
ENSG00000263990	26	56	2	0.317	0.929
ENSG00000278961	464	7	20	0.985	0.959
ENSG00000225952	124	0	8	1.0	0.939
ENSG00000235203	58	443	4	0.116	0.935
ENSG00000178715	4	0	0	1.0	1.0
ENSG00000239221	0	0	0	0	0
ENSG00000126861	116	38	6	0.753	0.951
ENSG00000270728	0	9	0	0.0	0
ENSG00000260793	874	191	16	0.821	0.982
ENSG00000287637	0	64	0	0.0	0
ENSG00000163362	2760	30	106	0.989	0.963
ENSG00000135845	358	1140	22	0.239	0.942
ENSG00000265148	1223	4914	43	0.199	0.966
ENSG00000266786	52	1139	8	0.044	0.867
ENSG00000287856	684	2498	14	0.215	0.98
ENSG00000121905	0	151	0	0.0	0
ENSG00000006740	2887	419	81	0.873	0.973
ENSG00000272763	123	2	5	0.984	0.961
ENSG00000283259	0	0	0	0	0
ENSG00000271447	3099	112	101	0.965	0.968
ENSG00000265031	0	1	0	0.0	0
ENSG00000261848	10	47	2	0.175	0.833
ENSG00000282718	0	0	0	0	0
ENSG00000263602	0	361	0	0.0	0
ENSG00000287192	0	2	0	0.0	0
ENSG00000162896	15	12	3	0.556	0.833
ENSG00000266806	0	0	0	0	0
ENSG00000221995	8	580	0	0.014	1.0
ENSG00000278233	34	154	0	0.181	1.0
ENSG00000226818	20	0	0	1.0	1.0
ENSG00000188522	19359	538	405	0.973	0.98
ENSG00000198054	492	10	16	0.98	0.969
ENSG00000278931	370	7	20	0.981	0.949
ENSG00000262953	0	6	0	0.0	0
ENSG00000266771	12	0	0	1.0	1.0
ENSG00000230721	412	0	10	1.0	0.976
ENSG00000237138	264	0	6	1.0	0.978
ENSG00000252510	0	0	0	0	0
ENSG00000213051	301	6	5	0.98	0.984
ENSG00000164008	3023	39	75	0.987	0.976
ENSG00000274019	0	34	0	0.0	0
ENSG00000263674	0	0	0	0	0
ENSG00000182534	4080	54	84	0.987	0.98
ENSG00000204624	773	281	15	0.733	0.981
ENSG00000267734	440	1	12	0.998	0.973
ENSG00000116667	713	302	13	0.702	0.982
ENSG00000174502	2	10	0	0.167	1.0
ENSG00000242407	0	0	0	0	0
ENSG00000234883	622	10	14	0.984	0.978
ENSG00000227728	0	5	0	0.0	0
ENSG00000241505	0	66	0	0.0	0
ENSG00000227104	0	0	0	0	0
ENSG00000283936	2	232	2	0.009	0.5
ENSG00000277678	0	1	0	0.0	0
ENSG00000244457	0	628	0	0.0	0
ENSG00000198830	389	0	49	1.0	0.888
ENSG00000143363	7138	266	216	0.964	0.971
ENSG00000213026	0	0	0	0	0
ENSG00000131778	16026	113	850	0.993	0.95
ENSG00000262429	18	156	0	0.103	1.0
ENSG00000264107	77	116	1	0.399	0.987
ENSG00000264343	3206	242	88	0.93	0.973
ENSG00000197067	6	0	0	1.0	1.0
ENSG00000178404	440	106	22	0.806	0.952
ENSG00000281825	2	4	6	0.333	0.25
ENSG00000143126	1774	7	54	0.996	0.97
ENSG00000212657	0	0	0	0	0
ENSG00000224321	0	0	0	0	0
ENSG00000184007	333	204	13	0.62	0.962
ENSG00000143536	11	0	1	1.0	0.917
ENSG00000283899	0	2	0	0.0	0
ENSG00000200972	556	0	18	1.0	0.969
ENSG00000265125	710	15	30	0.979	0.959
ENSG00000238804	0	0	0	0	0
ENSG00000279094	56	398	0	0.123	1.0
ENSG00000240553	20	2475	0	0.008	1.0
ENSG00000286966	0	0	0	0	0
ENSG00000263433	11	6	1	0.647	0.917
ENSG00000179111	677	0	13	1.0	0.981
ENSG00000238761	0	0	0	0	0
ENSG00000116985	39	5169	3	0.007	0.929
ENSG00000187504	0	0	0	0	0
ENSG00000252729	8	0	0	1.0	1.0
ENSG00000267731	2911	1	51	1.0	0.983
ENSG00000228697	427	258	19	0.623	0.957
ENSG00000234397	0	0	0	0	0
ENSG00000197982	799	223	19	0.782	0.977
ENSG00000198967	505	16	13	0.969	0.975
ENSG00000172410	148	0	4	1.0	0.974
ENSG00000264128	12	0	0	1.0	1.0
ENSG00000274895	0	5	0	0.0	0
ENSG00000200174	0	9	0	0.0	0
ENSG00000200087	0	172	0	0.0	0
ENSG00000201987	0	2	0	0.0	0
ENSG00000239395	13	194	1	0.063	0.929
ENSG00000238005	1652	33	50	0.98	0.971
ENSG00000261025	762	0	12	1.0	0.984
ENSG00000280168	36	1	0	0.973	1.0
ENSG00000229316	0	0	0	0	0
ENSG00000279401	0	0	0	0	0
ENSG00000267681	0	22	0	0.0	0
ENSG00000235226	0	0	0	0	0
ENSG00000116525	49	1245	1	0.038	0.98
ENSG00000233217	15	81	1	0.156	0.938
ENSG00000236773	0	20	0	0.0	0
ENSG00000159596	8	66	0	0.108	1.0
ENSG00000274370	0	0	0	0	0
ENSG00000108691	188	0	4	1.0	0.979
ENSG00000280019	2315	1	173	1.0	0.93
ENSG00000280013	0	0	0	0	0
ENSG00000232812	59	0	1	1.0	0.983
ENSG00000233040	0	0	0	0	0
ENSG00000228420	6	53	0	0.102	1.0
ENSG00000224409	2	28	0	0.067	1.0
ENSG00000187180	2	2	0	0.5	1.0
ENSG00000162458	1809	131	79	0.932	0.958
ENSG00000168275	276	15	4	0.948	0.986
ENSG00000154721	554	2757	22	0.167	0.962
ENSG00000224000	0	0	0	0	0
ENSG00000185433	1597	10	53	0.994	0.968
ENSG00000229747	26	0	0	1.0	1.0
ENSG00000284138	13	0	1	1.0	0.929
ENSG00000158747	2995	5874	87	0.338	0.972
ENSG00000158887	363	4	19	0.989	0.95
ENSG00000157211	6527	29	123	0.996	0.982
ENSG00000244294	98	0	8	1.0	0.925
ENSG00000215938	0	0	0	0	0
ENSG00000230366	23	9	1	0.719	0.958
ENSG00000236140	0	1	0	0.0	0
ENSG00000225598	53	0	1	1.0	0.981
ENSG00000264860	46	70	2	0.397	0.958
ENSG00000274860	0	8	0	0.0	0
ENSG00000237074	627	75	19	0.893	0.971
ENSG00000228149	2637	0	41	1.0	0.985
ENSG00000224494	425	2	5	0.995	0.988
ENSG00000252699	312	0	4	1.0	0.987
ENSG00000201135	0	0	0	0	0
ENSG00000141219	2071	734	51	0.738	0.976
ENSG00000143398	5443	124	221	0.978	0.961
ENSG00000162849	15476	944	316	0.943	0.98
ENSG00000178395	358	0	14	1.0	0.962
ENSG00000263973	0	0	0	0	0
ENSG00000231300	38	0	0	1.0	1.0
ENSG00000226476	4898	278	156	0.946	0.969
ENSG00000278034	0	0	0	0	0
ENSG00000261222	145	6	1	0.96	0.993
ENSG00000223575	0	0	0	0	0
ENSG00000252039	0	0	0	0	0
ENSG00000037637	170	417	6	0.29	0.966
ENSG00000226664	0	386	0	0.0	0
ENSG00000237888	0	0	0	0	0
ENSG00000236268	5702	3	94	0.999	0.984
ENSG00000271742	0	0	0	0	0
ENSG00000235098	28	1	0	0.966	1.0
ENSG00000227543	336	3844	10	0.08	0.971
ENSG00000154222	739	149	47	0.832	0.94
ENSG00000120949	343	4140	17	0.077	0.953
ENSG00000236535	6	27	0	0.182	1.0
ENSG00000253313	171	1	1	0.994	0.994
ENSG00000229191	22	0	0	1.0	1.0
ENSG00000159147	639	2582	25	0.198	0.962
ENSG00000162843	603	214	29	0.738	0.954
ENSG00000073598	12	3149	0	0.004	1.0
ENSG00000229002	0	11	0	0.0	0
ENSG00000169504	16	273	0	0.055	1.0
ENSG00000263427	2	0	0	1.0	1.0
ENSG00000227538	1733	0	23	1.0	0.987
ENSG00000265401	0	774	0	0.0	0
ENSG00000235300	4	1	0	0.8	1.0
ENSG00000164729	0	0	0	0	0
ENSG00000287177	0	0	0	0	0
ENSG00000241945	3453	1211	163	0.74	0.955
ENSG00000275616	8	142	0	0.053	1.0
ENSG00000159208	676	3	16	0.996	0.977
ENSG00000232240	25	0	1	1.0	0.962
ENSG00000229663	0	2	0	0.0	0
ENSG00000278972	1837	2	39	0.999	0.979
ENSG00000230547	31	0	1	1.0	0.969
ENSG00000287008	0	11	0	0.0	0
ENSG00000285877	21	119	1	0.15	0.955
ENSG00000188643	371	5	9	0.987	0.976
ENSG00000269947	0	0	0	0	0
ENSG00000238283	2	432	0	0.005	1.0
ENSG00000288007	1200	0	14	1.0	0.988
ENSG00000265055	1077	9	27	0.992	0.976
ENSG00000260369	4	0	0	1.0	1.0
ENSG00000277200	4	15	0	0.211	1.0
ENSG00000287103	0	7	0	0.0	0
ENSG00000187048	269	116	13	0.699	0.954
ENSG00000026751	2112	7	72	0.997	0.967
ENSG00000276563	0	0	0	0	0
ENSG00000223822	263	0	5	1.0	0.981
ENSG00000233078	0	0	0	0	0
ENSG00000117748	654	62	34	0.913	0.951
ENSG00000213171	440	3	10	0.993	0.978
ENSG00000154016	11604	537	646	0.956	0.947
ENSG00000167914	3012	66	286	0.979	0.913
ENSG00000263154	0	47	0	0.0	0
ENSG00000226716	0	1	0	0.0	0
ENSG00000125945	0	273	0	0.0	0
ENSG00000228192	1870	102	114	0.948	0.943
ENSG00000223649	0	0	0	0	0
ENSG00000131482	14	21	0	0.4	1.0
ENSG00000203740	313	48	15	0.867	0.954
ENSG00000266535	304	82	10	0.788	0.968
ENSG00000108953	1244	206	46	0.858	0.964
ENSG00000232298	419	35	11	0.923	0.974
ENSG00000207750	0	0	0	0	0
ENSG00000268663	0	0	0	0	0
ENSG00000233994	226	0	4	1.0	0.983
ENSG00000250976	0	0	0	0	0
ENSG00000167895	444	300	22	0.597	0.953
ENSG00000263466	24	1	0	0.96	1.0
ENSG00000213281	12	13	0	0.48	1.0
ENSG00000235912	67	0	1	1.0	0.985
ENSG00000264422	13	7	1	0.65	0.929
ENSG00000229444	39	115	1	0.253	0.975
ENSG00000132196	1831	9	63	0.995	0.967
ENSG00000227300	417	195	15	0.681	0.965
ENSG00000274808	592	1082	30	0.354	0.952
ENSG00000262343	2	0	0	1.0	1.0
ENSG00000279788	0	140	0	0.0	0
ENSG00000229407	8	0	0	1.0	1.0
ENSG00000244038	674	8	30	0.988	0.957
ENSG00000203855	8	19	0	0.296	1.0
ENSG00000270914	2	1	0	0.667	1.0
ENSG00000200792	0	0	0	0	0
ENSG00000287870	548	0	20	1.0	0.965
ENSG00000267123	2202	33	106	0.985	0.954
ENSG00000224286	58	7	2	0.892	0.967
ENSG00000240710	4	9	0	0.308	1.0
ENSG00000232971	0	0	0	0	0
ENSG00000242267	8	120	2	0.062	0.8
ENSG00000229332	0	0	0	0	0
ENSG00000221203	0	0	0	0	0
ENSG00000167434	53	21	3	0.716	0.946
ENSG00000213703	181	0	1	1.0	0.995
ENSG00000287490	0	1420	0	0.0	0
ENSG00000184677	5699	154	139	0.974	0.976
ENSG00000228217	0	58	0	0.0	0
ENSG00000267046	0	0	0	0	0
ENSG00000279303	978	4181	14	0.19	0.986
ENSG00000231199	0	49	0	0.0	0
ENSG00000212565	0	0	0	0	0
ENSG00000226956	31	0	1	1.0	0.969
