GENE	TP	FP	FN	P	R
ENSG00000237279	69	36	1	0.657	0.986
ENSG00000283317	6	8	0	0.429	1.0
ENSG00000263857	0	0	0	0	0
ENSG00000266279	0	11	0	0.0	0
ENSG00000239888	0	1	0	0.0	0
ENSG00000265125	587	154	153	0.792	0.793
ENSG00000264907	1021	0	1	1.0	0.999
ENSG00000229607	0	43	0	0.0	0
ENSG00000275496	1233	4042	9	0.234	0.993
ENSG00000252826	0	0	0	0	0
ENSG00000261798	0	0	0	0	0
ENSG00000182866	3059	854	7	0.782	0.998
ENSG00000226944	22	83	0	0.21	1.0
ENSG00000109099	2284	927	8	0.711	0.997
ENSG00000279273	895	16	3	0.982	0.997
ENSG00000162434	491	1015	1	0.326	0.998
ENSG00000204347	0	40	0	0.0	0
ENSG00000236341	26	691	2	0.036	0.929
ENSG00000228000	0	0	0	0	0
ENSG00000185332	129	314	1	0.291	0.992
ENSG00000272478	0	18	0	0.0	0
ENSG00000279049	8	24	0	0.25	1.0
ENSG00000223683	0	22	0	0.0	0
ENSG00000224870	431	10	1	0.977	0.998
ENSG00000238516	0	10	0	0.0	0
ENSG00000284696	937	285	5	0.767	0.995
ENSG00000186930	4	0	0	1.0	1.0
ENSG00000117614	419	267	1	0.611	0.998
ENSG00000230832	32	1	0	0.97	1.0
ENSG00000087152	2665	700	7	0.792	0.997
ENSG00000271398	0	14	0	0.0	0
ENSG00000267168	129	3444	1	0.036	0.992
ENSG00000234380	426	338	6	0.558	0.986
ENSG00000143164	550	1545	2	0.263	0.996
ENSG00000264486	0	96	0	0.0	0
ENSG00000207503	0	0	0	0	0
ENSG00000275592	0	37	0	0.0	0
ENSG00000244753	0	0	0	0	0
ENSG00000228137	0	212	0	0.0	0
ENSG00000232912	441	148	95	0.749	0.823
ENSG00000270962	30	0	0	1.0	1.0
ENSG00000272262	0	5	0	0.0	0
ENSG00000267790	0	14	0	0.0	0
ENSG00000212186	8	0	0	1.0	1.0
ENSG00000266677	77	2871	11	0.026	0.875
ENSG00000232889	216	12	0	0.947	1.0
ENSG00000188822	0	1478	0	0.0	0
ENSG00000287856	692	4149	6	0.143	0.991
ENSG00000141480	10180	125	26	0.988	0.997
ENSG00000229905	40	109	0	0.268	1.0
ENSG00000178104	9602	2859	52	0.771	0.995
ENSG00000277363	991	485	3	0.671	0.997
ENSG00000116871	2443	207	9	0.922	0.996
ENSG00000235673	62	0	0	1.0	1.0
ENSG00000207511	24	174	0	0.121	1.0
ENSG00000263690	107	0	1	1.0	0.991
ENSG00000260105	5760	145	10	0.975	0.998
ENSG00000265262	0	1	0	0.0	0
ENSG00000270994	46	0	0	1.0	1.0
ENSG00000241945	3461	1319	155	0.724	0.957
ENSG00000206887	4	5	0	0.444	1.0
ENSG00000228348	106	0	0	1.0	1.0
ENSG00000226773	34	6	0	0.85	1.0
ENSG00000136485	1367	743	5	0.648	0.996
ENSG00000188176	1335	330	3	0.802	0.998
ENSG00000274933	4	1853	0	0.002	1.0
ENSG00000005381	311	88	1	0.779	0.997
ENSG00000120088	3044	285	424	0.914	0.878
ENSG00000187701	0	1	0	0.0	0
ENSG00000204624	788	582	0	0.575	1.0
ENSG00000268020	190	0	0	1.0	1.0
ENSG00000285535	986	766	4	0.563	0.996
ENSG00000188013	10	1	0	0.909	1.0
ENSG00000179902	359	107	1	0.77	0.997
ENSG00000227240	2046	4127	22	0.331	0.989
ENSG00000266179	0	57	0	0.0	0
ENSG00000227152	0	1	0	0.0	0
ENSG00000279365	0	38	0	0.0	0
ENSG00000231700	0	23	0	0.0	0
ENSG00000223776	1618	390	0	0.806	1.0
ENSG00000264452	40	56	2	0.417	0.952
ENSG00000267750	2452	6702	50	0.268	0.98
ENSG00000278690	2	0	0	1.0	1.0
ENSG00000261433	0	0	0	0	0
ENSG00000287738	0	272	0	0.0	0
ENSG00000272383	30	1	0	0.968	1.0
ENSG00000279214	138	0	0	1.0	1.0
ENSG00000232777	0	5	0	0.0	0
ENSG00000232672	198	0	0	1.0	1.0
ENSG00000201547	0	5	0	0.0	0
ENSG00000287633	0	21	0	0.0	0
ENSG00000224645	2	394	0	0.005	1.0
ENSG00000175206	723	80	3	0.9	0.996
ENSG00000264451	1995	71	69	0.966	0.967
ENSG00000244025	0	2	0	0.0	0
ENSG00000278702	0	61	0	0.0	0
ENSG00000215788	3501	170	13	0.954	0.996
ENSG00000279187	447	13	11	0.972	0.976
ENSG00000157911	494	69	0	0.877	1.0
ENSG00000235054	2010	21	4	0.99	0.998
ENSG00000225285	230	2	2	0.991	0.991
ENSG00000238290	0	2090	0	0.0	0
ENSG00000187862	320	24	0	0.93	1.0
ENSG00000227070	42	692	2	0.057	0.955
ENSG00000238270	471	0	3	1.0	0.994
ENSG00000080910	2517	333	39	0.883	0.985
ENSG00000072778	10444	3211	34	0.765	0.997
ENSG00000233483	1096	355	2	0.755	0.998
ENSG00000263558	2	22	0	0.083	1.0
ENSG00000227527	2735	55	11	0.98	0.996
ENSG00000241225	2	0	0	1.0	1.0
ENSG00000213041	0	0	0	0	0
ENSG00000227212	0	53	0	0.0	0
ENSG00000270927	0	5	0	0.0	0
ENSG00000117791	0	320	0	0.0	0
ENSG00000263321	42	101	0	0.294	1.0
ENSG00000087995	24	817	0	0.029	1.0
ENSG00000117751	975	601	3	0.619	0.997
ENSG00000223828	0	0	0	0	0
ENSG00000127054	4877	139	41	0.972	0.992
ENSG00000284674	0	29	0	0.0	0
ENSG00000116649	18123	104	27	0.994	0.999
ENSG00000235549	50	29	0	0.633	1.0
ENSG00000274408	0	0	0	0	0
ENSG00000283696	0	440	0	0.0	0
ENSG00000201588	0	637	0	0.0	0
ENSG00000162490	0	598	0	0.0	0
ENSG00000278955	30	294	0	0.093	1.0
ENSG00000143384	1103	0	3	1.0	0.997
ENSG00000224311	8	173	0	0.044	1.0
ENSG00000285609	3	22	1	0.12	0.75
ENSG00000116661	443	2207	7	0.167	0.984
ENSG00000116489	60	937	0	0.06	1.0
ENSG00000286151	458	9	0	0.981	1.0
ENSG00000265927	0	30	0	0.0	0
ENSG00000262681	54	7	0	0.885	1.0
ENSG00000260941	0	0	0	0	0
ENSG00000232714	10	14	0	0.417	1.0
ENSG00000197364	4	0	0	1.0	1.0
ENSG00000287697	0	188	0	0.0	0
ENSG00000249237	60	227	0	0.209	1.0
ENSG00000226868	22	120	0	0.155	1.0
ENSG00000141564	855	4238	1	0.168	0.999
ENSG00000143442	3024	846	20	0.781	0.993
ENSG00000278109	0	52	0	0.0	0
ENSG00000157193	31058	1230	90	0.962	0.997
ENSG00000265593	20	0	0	1.0	1.0
ENSG00000202251	0	23	0	0.0	0
ENSG00000273384	0	0	0	0	0
ENSG00000243704	0	9	0	0.0	0
ENSG00000266777	0	8	0	0.0	0
ENSG00000162384	570	546	0	0.511	1.0
ENSG00000280179	2433	11	3	0.995	0.999
ENSG00000185829	774	4987	6	0.134	0.992
ENSG00000131747	5999	553	49	0.916	0.992
ENSG00000272755	297	4	9	0.987	0.971
ENSG00000120094	0	0	0	0	0
ENSG00000162391	0	339	0	0.0	0
ENSG00000254685	403	767	9	0.344	0.978
ENSG00000240194	233	10	1	0.959	0.996
ENSG00000213516	424	106	4	0.8	0.991
ENSG00000162409	3513	540	27	0.867	0.992
ENSG00000163563	69	52	1	0.57	0.986
ENSG00000176658	891	4558	1	0.164	0.999
ENSG00000160202	294	36	0	0.891	1.0
ENSG00000279199	0	25	0	0.0	0
ENSG00000227075	41	245	1	0.143	0.976
ENSG00000108479	70	5255	0	0.013	1.0
ENSG00000232752	1276	1	18	0.999	0.986
ENSG00000286435	0	3098	0	0.0	0
ENSG00000228852	1659	588	11	0.738	0.993
ENSG00000215149	22	0	0	1.0	1.0
ENSG00000143032	0	11	0	0.0	0
ENSG00000262410	2	3	0	0.4	1.0
ENSG00000143409	4411	204	15	0.956	0.997
ENSG00000070540	1088	640	4	0.63	0.996
ENSG00000265815	152	3	8	0.981	0.95
ENSG00000227408	0	992	0	0.0	0
ENSG00000284743	510	1	2	0.998	0.996
ENSG00000225632	0	2	0	0.0	0
ENSG00000228664	0	0	0	0	0
ENSG00000215834	79	42	1	0.653	0.988
ENSG00000126860	371	51	7	0.879	0.981
ENSG00000252860	1184	0	26	1.0	0.979
ENSG00000116833	7477	2901	27	0.72	0.996
ENSG00000234052	8	98	0	0.075	1.0
ENSG00000283973	0	424	0	0.0	0
ENSG00000277282	0	0	0	0	0
ENSG00000252656	0	0	0	0	0
ENSG00000285622	0	2682	0	0.0	0
ENSG00000116748	527	255	1	0.674	0.998
ENSG00000169242	1080	99	2	0.916	0.998
ENSG00000157601	7474	320	36	0.959	0.995
ENSG00000232499	325	0	5	1.0	0.985
ENSG00000276600	1170	78	2	0.938	0.998
ENSG00000225442	12	19	0	0.387	1.0
ENSG00000272084	693	162	5	0.811	0.993
ENSG00000143337	2767	797	51	0.776	0.982
ENSG00000076356	6190	729	16	0.895	0.997
ENSG00000234083	0	244	0	0.0	0
ENSG00000108819	130	80	0	0.619	1.0
ENSG00000174371	732	677	4	0.52	0.995
ENSG00000131738	6	19	0	0.24	1.0
ENSG00000265538	106	8	0	0.93	1.0
ENSG00000180386	173	16	1	0.915	0.994
ENSG00000186924	8	0	0	1.0	1.0
ENSG00000160752	1674	1815	36	0.48	0.979
ENSG00000133048	215	14	3	0.939	0.986
ENSG00000260322	104	6	0	0.945	1.0
ENSG00000248333	1330	475	30	0.737	0.978
ENSG00000265883	0	0	0	0	0
ENSG00000273727	0	1	0	0.0	0
ENSG00000279687	26	163	0	0.138	1.0
ENSG00000229537	525	177	3	0.748	0.994
ENSG00000214837	217	1761	13	0.11	0.943
ENSG00000230667	0	1	0	0.0	0
ENSG00000109079	699	34	3	0.954	0.996
ENSG00000286534	3450	51	28	0.985	0.992
ENSG00000237292	0	92	0	0.0	0
ENSG00000187172	989	1064	15	0.482	0.985
ENSG00000279062	36	4	0	0.9	1.0
ENSG00000283580	26	4042	0	0.006	1.0
ENSG00000233894	2	2	0	0.5	1.0
ENSG00000152104	1785	2333	11	0.433	0.994
ENSG00000285648	0	161	0	0.0	0
ENSG00000234080	10	8	0	0.556	1.0
ENSG00000199562	0	12	0	0.0	0
ENSG00000180758	0	627	0	0.0	0
ENSG00000279720	0	0	0	0	0
ENSG00000141252	2563	4578	21	0.359	0.992
ENSG00000222046	182	593	0	0.235	1.0
ENSG00000154217	22889	7083	85	0.764	0.996
ENSG00000230965	18	2	0	0.9	1.0
ENSG00000226814	453	5	15	0.989	0.968
ENSG00000287374	2063	77	23	0.964	0.989
ENSG00000250948	193	82	1	0.702	0.995
ENSG00000184270	72	0	0	1.0	1.0
ENSG00000225656	0	0	0	0	0
ENSG00000180433	0	0	0	0	0
ENSG00000212136	18	2	0	0.9	1.0
ENSG00000197429	98	2337	0	0.04	1.0
ENSG00000130768	2554	282	8	0.901	0.997
ENSG00000264176	24	2	0	0.923	1.0
ENSG00000160055	933	151	3	0.861	0.997
ENSG00000227959	0	0	0	0	0
ENSG00000256374	0	155	0	0.0	0
ENSG00000228703	12	1439	0	0.008	1.0
ENSG00000270149	2000	2993	4	0.401	0.998
ENSG00000202205	0	0	0	0	0
ENSG00000177462	0	12	0	0.0	0
ENSG00000249007	0	3161	0	0.0	0
ENSG00000231940	0	9	0	0.0	0
ENSG00000271425	0	15103	0	0.0	0
ENSG00000182853	848	4	0	0.995	1.0
ENSG00000228625	15	69	1	0.179	0.938
ENSG00000215873	0	1	0	0.0	0
ENSG00000253086	81	0	3	1.0	0.964
ENSG00000198625	8305	632	115	0.929	0.986
ENSG00000224584	247	0	1	1.0	0.996
ENSG00000274308	0	3	0	0.0	0
ENSG00000226643	20	0	0	1.0	1.0
ENSG00000097046	8	150	0	0.051	1.0
ENSG00000131781	3483	8503	39	0.291	0.989
ENSG00000206684	0	0	0	0	0
ENSG00000253347	0	62	0	0.0	0
ENSG00000066027	528	3528	2	0.13	0.996
ENSG00000171806	2469	42	31	0.983	0.988
ENSG00000251750	62	10	0	0.861	1.0
ENSG00000108798	60	241	0	0.199	1.0
ENSG00000252018	20	22	0	0.476	1.0
ENSG00000231978	0	11	0	0.0	0
ENSG00000235084	24	4	0	0.857	1.0
ENSG00000271121	46	6	0	0.885	1.0
ENSG00000283234	6	92	0	0.061	1.0
ENSG00000236056	0	0	0	0	0
ENSG00000083457	906	2108	4	0.301	0.996
ENSG00000159842	13236	5488	40	0.707	0.997
ENSG00000160051	0	41	0	0.0	0
ENSG00000241728	299	14	1	0.955	0.997
ENSG00000117543	1600	4055	16	0.283	0.99
ENSG00000227372	8376	141	46	0.983	0.995
ENSG00000285325	214	0	0	1.0	1.0
ENSG00000162676	8633	80	23	0.991	0.997
ENSG00000286378	88	84	0	0.512	1.0
ENSG00000238390	2	5	0	0.286	1.0
ENSG00000285873	252	240	2	0.512	0.992
ENSG00000132718	14	676	0	0.02	1.0
ENSG00000158828	16	509	0	0.03	1.0
ENSG00000200982	0	0	0	0	0
ENSG00000262089	308	0	2	1.0	0.994
ENSG00000263583	397	1	7	0.997	0.983
ENSG00000187824	12	3344	0	0.004	1.0
ENSG00000108578	1463	380	7	0.794	0.995
ENSG00000234859	11217	96	25	0.992	0.998
ENSG00000175984	0	1498	0	0.0	0
ENSG00000215915	10	523	0	0.019	1.0
ENSG00000234996	1258	425	12	0.747	0.991
ENSG00000234476	23	190	1	0.108	0.958
ENSG00000230258	0	1764	0	0.0	0
ENSG00000238173	0	10	0	0.0	0
ENSG00000075429	384	452	0	0.459	1.0
ENSG00000277147	2040	3539	16	0.366	0.992
ENSG00000187733	8	1174	0	0.007	1.0
ENSG00000276851	20	11	0	0.645	1.0
ENSG00000240038	2421	626	25	0.795	0.99
ENSG00000263520	168	9	0	0.949	1.0
ENSG00000117500	853	904	5	0.485	0.994
ENSG00000204323	2372	12	22	0.995	0.991
ENSG00000254913	2	57	0	0.034	1.0
ENSG00000143546	4	1	0	0.8	1.0
ENSG00000088280	2885	811	9	0.781	0.997
ENSG00000266709	0	0	0	0	0
ENSG00000232482	0	29	0	0.0	0
ENSG00000279998	97	101	1	0.49	0.99
ENSG00000159214	457	121	11	0.791	0.976
ENSG00000259815	102	17	0	0.857	1.0
ENSG00000230748	26	1	0	0.963	1.0
ENSG00000237076	0	79	0	0.0	0
ENSG00000274111	0	217	0	0.0	0
ENSG00000212610	0	15	0	0.0	0
ENSG00000177398	392	333	0	0.541	1.0
ENSG00000117595	0	116	0	0.0	0
ENSG00000265178	0	3	0	0.0	0
ENSG00000272088	24	1	0	0.96	1.0
ENSG00000278966	0	8	0	0.0	0
ENSG00000134186	994	16	6	0.984	0.994
ENSG00000284299	0	6446	0	0.0	0
ENSG00000159479	297	1	1	0.997	0.997
ENSG00000266929	0	646	0	0.0	0
ENSG00000200975	54	5	0	0.915	1.0
ENSG00000287450	0	0	0	0	0
ENSG00000233129	0	0	0	0	0
ENSG00000213046	237	0	3	1.0	0.988
ENSG00000235545	0	227	0	0.0	0
ENSG00000284739	0	2	0	0.0	0
ENSG00000287490	0	1571	0	0.0	0
ENSG00000261965	0	0	0	0	0
ENSG00000265168	0	34	0	0.0	0
ENSG00000200759	0	4	0	0.0	0
ENSG00000279432	0	78	0	0.0	0
ENSG00000198952	1925	640	5	0.75	0.997
ENSG00000236776	546	1	2	0.998	0.996
ENSG00000177674	3456	157	10	0.957	0.997
ENSG00000243173	10	5	0	0.667	1.0
ENSG00000131885	81	503	3	0.139	0.964
ENSG00000283300	18	0	0	1.0	1.0
ENSG00000200495	12	25	0	0.324	1.0
ENSG00000284595	0	344	0	0.0	0
ENSG00000239794	0	1	0	0.0	0
ENSG00000225721	0	860	0	0.0	0
ENSG00000234332	52	36	0	0.591	1.0
ENSG00000265392	8	0	0	1.0	1.0
ENSG00000236108	4	10	0	0.286	1.0
ENSG00000241860	1530	1421	50	0.518	0.968
ENSG00000215795	124	0	0	1.0	1.0
ENSG00000159267	1077	4131	1	0.207	0.999
ENSG00000269732	0	0	0	0	0
ENSG00000163131	470	639	6	0.424	0.987
ENSG00000186197	1152	3590	2	0.243	0.998
ENSG00000164008	3072	235	26	0.929	0.992
ENSG00000006282	8200	172	22	0.979	0.997
ENSG00000162851	0	424	0	0.0	0
ENSG00000285930	0	71	0	0.0	0
ENSG00000264580	24	0	2	1.0	0.923
ENSG00000141959	403	125	3	0.763	0.993
ENSG00000116791	470	240	6	0.662	0.987
ENSG00000261326	1019	24	5	0.977	0.995
ENSG00000163239	178	1087	2	0.141	0.989
ENSG00000264553	42	12	0	0.778	1.0
ENSG00000184060	292	1415	2	0.171	0.993
ENSG00000272094	0	2	0	0.0	0
ENSG00000239704	4	531	0	0.007	1.0
ENSG00000274213	138	0	0	1.0	1.0
ENSG00000223306	0	32	0	0.0	0
ENSG00000262533	0	166	0	0.0	0
ENSG00000196890	0	88	0	0.0	0
ENSG00000224353	0	107	0	0.0	0
ENSG00000226973	756	1	2	0.999	0.997
ENSG00000157540	9038	831	56	0.916	0.994
ENSG00000202385	0	7	0	0.0	0
ENSG00000232263	613	0	1	1.0	0.998
ENSG00000213033	0	82	0	0.0	0
ENSG00000236022	0	768	0	0.0	0
ENSG00000260021	0	0	0	0	0
ENSG00000252338	67	0	1	1.0	0.985
ENSG00000236973	0	4	0	0.0	0
ENSG00000117242	0	516	0	0.0	0
ENSG00000186141	124	285	0	0.303	1.0
ENSG00000279692	0	3	0	0.0	0
ENSG00000233114	0	21	0	0.0	0
ENSG00000215833	0	0	0	0	0
ENSG00000267369	0	0	0	0	0
ENSG00000232539	1656	52	10	0.97	0.994
ENSG00000284720	817	0	3	1.0	0.996
ENSG00000065183	342	305	2	0.529	0.994
ENSG00000223393	0	214	0	0.0	0
ENSG00000283799	22	12	0	0.647	1.0
ENSG00000265693	6	955	0	0.006	1.0
ENSG00000275933	0	0	0	0	0
ENSG00000239809	58	0	0	1.0	1.0
ENSG00000287058	0	763	0	0.0	0
ENSG00000258673	0	61	0	0.0	0
ENSG00000285177	0	1615	0	0.0	0
ENSG00000234464	32	2106	0	0.015	1.0
ENSG00000077585	531	1109	3	0.324	0.994
ENSG00000141028	0	4	0	0.0	0
ENSG00000197530	2958	10	6	0.997	0.998
ENSG00000173614	140	2247	4	0.059	0.972
ENSG00000266490	72	13	0	0.847	1.0
ENSG00000282143	2	172	0	0.011	1.0
ENSG00000125434	912	653	2	0.583	0.998
ENSG00000230092	174	2086	6	0.077	0.967
ENSG00000279306	0	23	0	0.0	0
ENSG00000235241	464	23	2	0.953	0.996
ENSG00000219073	290	531	2	0.353	0.993
ENSG00000285210	1410	90	8	0.94	0.994
ENSG00000167494	76	34	0	0.691	1.0
ENSG00000286065	36	705	0	0.049	1.0
ENSG00000228453	200	0	2	1.0	0.99
ENSG00000271475	0	0	0	0	0
ENSG00000168148	0	0	0	0	0
ENSG00000232194	0	2	0	0.0	0
ENSG00000158966	1564	1501	2	0.51	0.999
ENSG00000231199	0	50	0	0.0	0
ENSG00000108352	62	442	0	0.123	1.0
ENSG00000252947	0	0	0	0	0
ENSG00000270103	250	10	0	0.962	1.0
ENSG00000286142	0	81	0	0.0	0
ENSG00000264598	0	0	0	0	0
ENSG00000244676	0	752	0	0.0	0
ENSG00000227716	0	45	0	0.0	0
ENSG00000286792	577	539	7	0.517	0.988
ENSG00000141314	2565	969	7	0.726	0.997
ENSG00000161509	152	108	0	0.585	1.0
ENSG00000224348	0	4	0	0.0	0
ENSG00000166579	1434	1088	2	0.569	0.999
ENSG00000157216	2063	2887	7	0.417	0.997
ENSG00000237329	0	0	0	0	0
ENSG00000262967	869	34	21	0.962	0.976
ENSG00000233393	14	3	0	0.824	1.0
ENSG00000183586	13	1	1	0.929	0.929
ENSG00000182873	795	55	11	0.935	0.986
ENSG00000143158	310	441	4	0.413	0.987
ENSG00000229623	0	0	0	0	0
ENSG00000271394	30	8	0	0.789	1.0
ENSG00000222986	0	0	0	0	0
ENSG00000270714	28	30	0	0.483	1.0
ENSG00000196704	1295	113	1	0.92	0.999
ENSG00000223794	2	0	0	1.0	1.0
ENSG00000236646	0	5	0	0.0	0
ENSG00000179673	399	145	1	0.733	0.998
ENSG00000283414	0	0	0	0	0
ENSG00000160679	158	145	0	0.521	1.0
ENSG00000134375	424	430	10	0.496	0.977
ENSG00000007168	1062	2198	8	0.326	0.993
ENSG00000252956	0	0	0	0	0
ENSG00000237453	6	0	0	1.0	1.0
ENSG00000284519	0	204	0	0.0	0
ENSG00000237759	0	41	0	0.0	0
ENSG00000214999	0	699	0	0.0	0
ENSG00000284676	76	61	0	0.555	1.0
ENSG00000226545	5	39	1	0.114	0.833
ENSG00000228133	0	350	0	0.0	0
ENSG00000177788	7669	221	67	0.972	0.991
ENSG00000261065	0	839	0	0.0	0
ENSG00000081721	1507	181	3	0.893	0.998
ENSG00000239887	1541	43	5	0.973	0.997
ENSG00000234899	4200	1950	24	0.683	0.994
ENSG00000227256	0	43	0	0.0	0
ENSG00000206931	0	5	0	0.0	0
ENSG00000167842	14	55	0	0.203	1.0
ENSG00000266369	0	5	0	0.0	0
ENSG00000168710	1820	206	4	0.898	0.998
ENSG00000235818	80	0	0	1.0	1.0
ENSG00000176681	17	16169	1	0.001	0.944
ENSG00000187175	33	1	1	0.971	0.971
ENSG00000284485	2	7	0	0.222	1.0
ENSG00000271900	0	24	0	0.0	0
ENSG00000189152	1161	3523	7	0.248	0.994
ENSG00000275678	1817	42	49	0.977	0.974
ENSG00000186977	2	2	0	0.5	1.0
ENSG00000196369	498	6115	8	0.075	0.984
ENSG00000277089	231	129	9	0.642	0.963
ENSG00000162747	2731	239	7	0.92	0.997
ENSG00000064300	26	308	0	0.078	1.0
ENSG00000188770	877	94	3	0.903	0.997
ENSG00000232679	3496	244	14	0.935	0.996
ENSG00000234088	0	10	0	0.0	0
ENSG00000271447	2914	680	286	0.811	0.911
ENSG00000213671	841	37	19	0.958	0.978
ENSG00000286213	0	226	0	0.0	0
ENSG00000118197	783	1158	5	0.403	0.994
ENSG00000236407	0	1	0	0.0	0
ENSG00000227496	726	1556	0	0.318	1.0
ENSG00000243485	0	43	0	0.0	0
ENSG00000212257	0	2	0	0.0	0
ENSG00000277579	558	194	4	0.742	0.993
ENSG00000185946	4375	570	53	0.885	0.988
ENSG00000233003	456	604	2	0.43	0.996
ENSG00000228918	34	1565	0	0.021	1.0
ENSG00000143669	46286	1650	212	0.966	0.995
ENSG00000174876	152	1122	0	0.119	1.0
ENSG00000232036	8	0	0	1.0	1.0
ENSG00000267046	0	0	0	0	0
ENSG00000214114	0	963	0	0.0	0
ENSG00000131238	4369	1274	15	0.774	0.997
ENSG00000215867	404	19	2	0.955	0.995
ENSG00000230647	0	495	0	0.0	0
ENSG00000177800	964	33	16	0.967	0.984
ENSG00000169750	42	2	0	0.955	1.0
ENSG00000200674	0	2	0	0.0	0
ENSG00000267691	0	21	0	0.0	0
ENSG00000226996	0	32	0	0.0	0
ENSG00000227050	50	7649	0	0.006	1.0
ENSG00000276442	0	91	0	0.0	0
ENSG00000240244	22	0	0	1.0	1.0
ENSG00000162877	774	203	6	0.792	0.992
ENSG00000196418	443	631	1	0.412	0.998
ENSG00000108830	152	63	0	0.707	1.0
ENSG00000266274	229	2	1	0.991	0.996
ENSG00000276830	0	1	0	0.0	0
ENSG00000116171	14619	2431	75	0.857	0.995
ENSG00000134240	0	80	0	0.0	0
ENSG00000143473	9947	2752	47	0.783	0.995
ENSG00000060688	321	1208	3	0.21	0.991
ENSG00000227517	259	2244	3	0.103	0.989
ENSG00000162390	116	1478	0	0.073	1.0
ENSG00000163431	0	1457	0	0.0	0
ENSG00000240770	806	395	4	0.671	0.995
ENSG00000263571	1318	43	94	0.968	0.933
ENSG00000229444	36	443	4	0.075	0.9
ENSG00000284623	470	12	2	0.975	0.996
ENSG00000162624	4980	326	26	0.939	0.995
ENSG00000237290	0	170	0	0.0	0
ENSG00000284738	0	543	0	0.0	0
ENSG00000142156	484	8	2	0.984	0.996
ENSG00000142910	924	26	14	0.973	0.985
ENSG00000143149	68	11132	0	0.006	1.0
ENSG00000251813	0	0	0	0	0
ENSG00000284564	0	866	0	0.0	0
ENSG00000116199	126	866	0	0.127	1.0
ENSG00000180509	3096	543	10	0.851	0.997
ENSG00000268869	830	419	4	0.665	0.995
ENSG00000162621	0	425	0	0.0	0
ENSG00000006744	1459	302	7	0.829	0.995
ENSG00000285981	2	58	0	0.033	1.0
ENSG00000159423	2080	249	4	0.893	0.998
ENSG00000267405	654	75	4	0.897	0.994
ENSG00000207776	0	0	0	0	0
ENSG00000228589	2	0	0	1.0	1.0
ENSG00000172794	5923	5917	35	0.5	0.994
ENSG00000252553	32	0	0	1.0	1.0
ENSG00000181610	11108	363	26	0.968	0.998
ENSG00000266299	47	0	1	1.0	0.979
ENSG00000143751	0	237	0	0.0	0
ENSG00000225080	24	105	0	0.186	1.0
ENSG00000152061	5716	12621	48	0.312	0.992
ENSG00000229357	48	12	0	0.8	1.0
ENSG00000270040	0	6	0	0.0	0
ENSG00000160193	1210	553	4	0.686	0.997
ENSG00000157330	287	118	5	0.709	0.983
ENSG00000108797	3374	255	6	0.93	0.998
ENSG00000167916	0	81	0	0.0	0
ENSG00000125462	15950	132	60	0.992	0.996
ENSG00000231564	0	2	0	0.0	0
ENSG00000141337	211	3871	1	0.052	0.995
ENSG00000271554	38	375	0	0.092	1.0
ENSG00000235105	6	2	0	0.75	1.0
ENSG00000004897	540	1408	8	0.277	0.985
ENSG00000248442	2	1	0	0.667	1.0
ENSG00000253025	0	0	0	0	0
ENSG00000224227	0	58	0	0.0	0
ENSG00000266100	12	21	4	0.364	0.75
ENSG00000266947	76	102	0	0.427	1.0
ENSG00000240873	4	0	0	1.0	1.0
ENSG00000227832	0	0	0	0	0
ENSG00000267394	0	3366	0	0.0	0
ENSG00000230027	30	166	0	0.153	1.0
ENSG00000228237	10	1630	0	0.006	1.0
ENSG00000273004	2	0	0	1.0	1.0
ENSG00000127603	12096	6630	50	0.646	0.996
ENSG00000179277	0	3	0	0.0	0
ENSG00000172809	648	7644	2	0.078	0.997
ENSG00000201321	43	99	1	0.303	0.977
ENSG00000233754	48	0	0	1.0	1.0
ENSG00000155304	0	72	0	0.0	0
ENSG00000225630	8	0	0	1.0	1.0
ENSG00000286430	560	1181	4	0.322	0.993
ENSG00000263788	4	0	0	1.0	1.0
ENSG00000173673	0	3	0	0.0	0
ENSG00000227860	66	1	0	0.985	1.0
ENSG00000006025	1772	24	4	0.987	0.998
ENSG00000230124	1105	1899	7	0.368	0.994
ENSG00000271605	36	478	0	0.07	1.0
ENSG00000123836	2438	2157	10	0.531	0.996
ENSG00000085465	80	15	0	0.842	1.0
ENSG00000241788	0	17	0	0.0	0
ENSG00000266340	0	0	0	0	0
ENSG00000237899	0	327	0	0.0	0
ENSG00000159588	128	1	0	0.992	1.0
ENSG00000262500	0	547	0	0.0	0
ENSG00000239886	0	52	0	0.0	0
ENSG00000120068	364	7	2	0.981	0.995
ENSG00000108854	168	1877	2	0.082	0.988
ENSG00000265853	0	0	0	0	0
ENSG00000275860	18	23	0	0.439	1.0
ENSG00000158731	0	0	0	0	0
ENSG00000264968	4	257	0	0.015	1.0
ENSG00000262271	0	17	0	0.0	0
ENSG00000259943	0	0	0	0	0
ENSG00000285947	0	2042	0	0.0	0
ENSG00000136492	46	1515	2	0.029	0.958
ENSG00000284309	0	32	0	0.0	0
ENSG00000274114	301	1185	5	0.203	0.984
ENSG00000270894	0	526	0	0.0	0
ENSG00000224129	0	2	0	0.0	0
ENSG00000278158	0	1	0	0.0	0
ENSG00000189410	70	11	0	0.864	1.0
ENSG00000163467	212	309	4	0.407	0.981
ENSG00000273059	0	50	0	0.0	0
ENSG00000236876	0	1	0	0.0	0
