GENE	TP	FP	FN	P	R
ENSG00000278273	0	0	0	0	0
ENSG00000225514	0	0	0	0	0
ENSG00000230184	0	0	2	0	0.0
ENSG00000266190	0	0	0	0	0
ENSG00000267369	0	0	0	0	0
ENSG00000163485	3299	0	337	1.0	0.907
ENSG00000117069	814	2	2	0.998	0.998
ENSG00000259865	43	0	1	1.0	0.977
ENSG00000266665	0	0	546	0	0.0
ENSG00000280267	0	0	0	0	0
ENSG00000273637	0	2	4	0.0	0.0
ENSG00000196544	39299	0	22937	1.0	0.631
ENSG00000264456	0	0	0	0	0
ENSG00000233234	2	0	0	1.0	1.0
ENSG00000236523	0	0	228	0	0.0
ENSG00000235942	196	0	2	1.0	0.99
ENSG00000160298	4148	0	30	1.0	0.993
ENSG00000267711	55	0	1	1.0	0.982
ENSG00000211514	0	0	8	0	0.0
ENSG00000160285	33909	3	6075	1.0	0.848
ENSG00000266050	0	0	0	0	0
ENSG00000117791	0	0	0	0	0
ENSG00000252879	0	0	10	0	0.0
ENSG00000023572	382	0	70	1.0	0.845
ENSG00000226043	0	2	0	0.0	0
ENSG00000154007	3	0	3	1.0	0.5
ENSG00000160209	2886	1	22	1.0	0.992
ENSG00000263503	446	2	548	0.996	0.449
ENSG00000162687	11399	19	63	0.998	0.995
ENSG00000204518	7	0	1	1.0	0.875
ENSG00000231128	253	0	533	1.0	0.322
ENSG00000248807	0	0	0	0	0
ENSG00000286619	12907	4	1133	1.0	0.919
ENSG00000162631	1113	24	7	0.979	0.994
ENSG00000287506	0	0	0	0	0
ENSG00000141956	5918	2	8	1.0	0.999
ENSG00000278431	0	0	0	0	0
ENSG00000287109	0	0	2666	0	0.0
ENSG00000278852	0	0	0	0	0
ENSG00000186086	182	0	1960	1.0	0.085
ENSG00000237130	0	0	0	0	0
ENSG00000274512	9	0	97	1.0	0.085
ENSG00000273948	0	0	0	0	0
ENSG00000171861	651	0	469	1.0	0.581
ENSG00000252448	0	0	0	0	0
ENSG00000182352	103	0	741	1.0	0.122
ENSG00000117266	4332	0	18	1.0	0.996
ENSG00000264729	0	0	0	0	0
ENSG00000162366	138	0	0	1.0	1.0
ENSG00000186283	942	0	34	1.0	0.965
ENSG00000108309	4195	0	6489	1.0	0.393
ENSG00000229283	0	0	0	0	0
ENSG00000265908	0	0	0	0	0
ENSG00000223525	0	0	2	0	0.0
ENSG00000234264	23	0	3	1.0	0.885
ENSG00000131469	145	0	1	1.0	0.993
ENSG00000225011	10	0	0	1.0	1.0
ENSG00000162757	0	0	0	0	0
ENSG00000274210	0	0	0	0	0
ENSG00000272636	124	0	2	1.0	0.984
ENSG00000271267	0	0	0	0	0
ENSG00000264107	22	0	56	1.0	0.282
ENSG00000249176	0	0	0	0	0
ENSG00000249237	0	0	60	0	0.0
ENSG00000263526	0	0	0	0	0
ENSG00000255148	0	0	0	0	0
ENSG00000267102	0	0	0	0	0
ENSG00000179403	40	0	0	1.0	1.0
ENSG00000162419	140	6	0	0.959	1.0
ENSG00000228686	0	0	30	0	0.0
ENSG00000184060	248	0	46	1.0	0.844
ENSG00000264958	0	0	0	0	0
ENSG00000235530	714	0	86	1.0	0.892
ENSG00000212565	0	0	0	0	0
ENSG00000266110	85	0	5	1.0	0.944
ENSG00000223375	0	0	0	0	0
ENSG00000187172	883	2	121	0.998	0.879
ENSG00000248871	1	0	107	1.0	0.009
ENSG00000221986	48	0	0	1.0	1.0
ENSG00000201699	1	0	1	1.0	0.5
ENSG00000276101	0	0	0	0	0
ENSG00000262133	0	0	0	0	0
ENSG00000278447	0	0	0	0	0
ENSG00000243073	196	0	212	1.0	0.48
ENSG00000187144	180	0	26	1.0	0.874
ENSG00000284676	74	2	2	0.974	0.974
ENSG00000264431	0	0	52	0	0.0
ENSG00000284637	0	0	16	0	0.0
ENSG00000272654	0	0	1056	0	0.0
ENSG00000267772	0	0	0	0	0
ENSG00000287684	0	0	0	0	0
ENSG00000279096	0	0	50	0	0.0
ENSG00000092931	2030	2	440	0.999	0.822
ENSG00000162521	12430	0	434	1.0	0.966
ENSG00000189280	0	0	8	0	0.0
ENSG00000263300	0	0	300	0	0.0
ENSG00000252484	0	0	0	0	0
ENSG00000278765	0	0	0	0	0
ENSG00000264840	0	0	0	0	0
ENSG00000094804	2619	0	21	1.0	0.992
ENSG00000116199	124	1	2	0.992	0.984
ENSG00000196890	0	0	0	0	0
ENSG00000235203	14	0	48	1.0	0.226
ENSG00000231103	0	0	0	0	0
ENSG00000186970	2	0	0	1.0	1.0
ENSG00000116675	1034	11	8	0.989	0.992
ENSG00000265265	0	0	0	0	0
ENSG00000233316	0	0	6	0	0.0
ENSG00000264093	0	0	0	0	0
ENSG00000134198	2288	0	12	1.0	0.995
ENSG00000270652	0	0	546	0	0.0
ENSG00000270031	0	0	0	0	0
ENSG00000224244	6	0	0	1.0	1.0
ENSG00000173846	656	0	76	1.0	0.896
ENSG00000186603	0	0	0	0	0
ENSG00000264273	0	0	0	0	0
ENSG00000070831	4609	10	169	0.998	0.965
ENSG00000267128	6	0	218	1.0	0.027
ENSG00000174606	1051	0	17	1.0	0.984
ENSG00000201170	148	0	0	1.0	1.0
ENSG00000260971	351	11	1125	0.97	0.238
ENSG00000286732	265	0	1	1.0	0.996
ENSG00000249658	0	0	0	0	0
ENSG00000263624	0	0	0	0	0
ENSG00000225603	0	0	3756	0	0.0
ENSG00000264930	0	0	0	0	0
ENSG00000223344	0	0	2282	0	0.0
ENSG00000236915	0	5	0	0.0	0
ENSG00000005156	2347	0	127	1.0	0.949
ENSG00000263293	0	0	0	0	0
ENSG00000117632	2101	0	35	1.0	0.984
ENSG00000238793	0	0	0	0	0
ENSG00000143185	0	0	0	0	0
ENSG00000258924	0	0	0	0	0
ENSG00000016602	10	0	90	1.0	0.1
ENSG00000222679	0	0	0	0	0
ENSG00000242267	7	0	3	1.0	0.7
ENSG00000181408	2	0	0	1.0	1.0
ENSG00000229815	0	0	0	0	0
ENSG00000203757	2350	0	54	1.0	0.978
ENSG00000180530	47	0	35	1.0	0.573
ENSG00000266356	0	0	0	0	0
ENSG00000206905	0	0	0	0	0
ENSG00000180787	0	0	0	0	0
ENSG00000259753	0	6	0	0.0	0
ENSG00000205929	0	0	2014	0	0.0
ENSG00000158764	97	0	45	1.0	0.683
ENSG00000269887	0	0	0	0	0
ENSG00000279306	0	0	0	0	0
ENSG00000228530	0	0	0	0	0
ENSG00000143520	0	0	138	0	0.0
ENSG00000182271	12	0	0	1.0	1.0
ENSG00000278627	0	0	0	0	0
ENSG00000284702	0	0	0	0	0
ENSG00000226723	0	0	62	0	0.0
ENSG00000197245	0	0	0	0	0
ENSG00000259533	0	0	0	0	0
ENSG00000225502	0	0	0	0	0
ENSG00000158109	1856	0	8	1.0	0.996
ENSG00000283376	0	0	4290	0	0.0
ENSG00000108424	1352	1	46	0.999	0.967
ENSG00000198691	349	3	1	0.991	0.997
ENSG00000270110	0	0	600	0	0.0
ENSG00000280243	2	0	0	1.0	1.0
ENSG00000262921	0	0	0	0	0
ENSG00000229359	0	0	446	0	0.0
ENSG00000160181	14	0	0	1.0	1.0
ENSG00000143322	1024	9	4	0.991	0.996
ENSG00000267554	0	0	0	0	0
ENSG00000143575	2737	0	9	1.0	0.997
ENSG00000274615	0	0	58	0	0.0
ENSG00000143228	511	0	3	1.0	0.994
ENSG00000227034	0	0	0	0	0
ENSG00000263818	10	42	138	0.192	0.068
ENSG00000265055	1093	0	11	1.0	0.99
ENSG00000254539	0	0	0	0	0
ENSG00000117228	998	0	344	1.0	0.744
ENSG00000213085	1707	0	337	1.0	0.835
ENSG00000265052	0	0	2	0	0.0
ENSG00000160193	1200	0	14	1.0	0.988
ENSG00000121053	0	0	0	0	0
ENSG00000266379	0	0	52	0	0.0
ENSG00000229191	22	0	0	1.0	1.0
ENSG00000162600	0	0	1772	0	0.0
ENSG00000283369	0	0	0	0	0
ENSG00000230550	0	0	156	0	0.0
ENSG00000274758	0	0	6	0	0.0
ENSG00000266028	522	17	832	0.968	0.386
ENSG00000131748	914	1	6	0.999	0.993
ENSG00000184155	119	0	1	1.0	0.992
ENSG00000225080	0	0	24	0	0.0
ENSG00000235449	0	0	0	0	0
ENSG00000280145	0	0	196	0	0.0
ENSG00000121931	0	0	0	0	0
ENSG00000068079	1020	0	4	1.0	0.996
ENSG00000263218	0	0	60	0	0.0
ENSG00000143772	1813	2	91	0.999	0.952
ENSG00000154642	725	1	943	0.999	0.435
ENSG00000163191	0	0	16	0	0.0
ENSG00000271387	0	0	0	0	0
ENSG00000215915	9	0	1	1.0	0.9
ENSG00000143341	2963	47	9	0.984	0.997
ENSG00000085840	0	0	0	0	0
ENSG00000237074	643	0	3	1.0	0.995
ENSG00000228264	0	0	0	0	0
ENSG00000142611	6105	124	17	0.98	0.997
ENSG00000107404	2230	0	334	1.0	0.87
ENSG00000167693	2366	25	24	0.99	0.99
ENSG00000286518	0	0	354	0	0.0
ENSG00000199385	0	0	0	0	0
ENSG00000228355	62	0	2	1.0	0.969
ENSG00000273825	0	0	326	0	0.0
ENSG00000241185	188	0	6	1.0	0.969
ENSG00000259961	6	0	2	1.0	0.75
ENSG00000187801	0	0	0	0	0
ENSG00000117407	1579	0	9	1.0	0.994
ENSG00000237920	2	0	0	1.0	1.0
ENSG00000239690	0	0	56	0	0.0
ENSG00000238145	0	0	0	0	0
ENSG00000287423	0	0	0	0	0
ENSG00000279615	0	0	0	0	0
ENSG00000215840	0	0	0	0	0
ENSG00000212385	0	0	0	0	0
ENSG00000264630	0	0	0	0	0
ENSG00000199953	0	0	0	0	0
ENSG00000276241	95	2	31	0.979	0.754
ENSG00000228126	0	0	0	0	0
ENSG00000277610	0	0	84	0	0.0
ENSG00000230498	13	0	1	1.0	0.929
ENSG00000277397	0	0	0	0	0
ENSG00000279647	0	0	0	0	0
ENSG00000117602	1022	0	3074	1.0	0.25
ENSG00000223683	0	0	0	0	0
ENSG00000230023	0	0	0	0	0
ENSG00000223804	13	1	59	0.929	0.181
ENSG00000270264	0	0	0	0	0
ENSG00000157601	6581	1	929	1.0	0.876
ENSG00000004939	430	0	2	1.0	0.995
ENSG00000160185	2261	0	5	1.0	0.998
ENSG00000227236	0	0	4	0	0.0
ENSG00000162621	0	0	0	0	0
ENSG00000232724	0	0	0	0	0
ENSG00000277991	0	0	614	0	0.0
ENSG00000091947	1470	0	8	1.0	0.995
ENSG00000264462	0	0	4	0	0.0
ENSG00000244682	42	0	176	1.0	0.193
ENSG00000264070	14	0	34	1.0	0.292
ENSG00000108946	138	1	2102	0.993	0.062
ENSG00000279806	0	0	0	0	0
ENSG00000054267	64	49	14	0.566	0.821
ENSG00000123843	4540	0	44	1.0	0.99
ENSG00000277462	0	0	6	0	0.0
ENSG00000262633	0	608	0	0.0	0
ENSG00000108671	646	0	52	1.0	0.926
ENSG00000227237	0	0	0	0	0
ENSG00000280436	4	0	0	1.0	1.0
ENSG00000187013	14	0	0	1.0	1.0
ENSG00000162738	24	1	0	0.96	1.0
ENSG00000266733	205	0	43	1.0	0.827
ENSG00000016490	122	0	0	1.0	1.0
ENSG00000267532	12	0	472	1.0	0.025
ENSG00000231663	0	0	0	0	0
ENSG00000252116	0	0	0	0	0
ENSG00000205312	131	1	121	0.992	0.52
ENSG00000265503	0	0	124	0	0.0
ENSG00000265282	406	0	260	1.0	0.61
ENSG00000287510	2	0	4	1.0	0.333
ENSG00000267384	36	0	0	1.0	1.0
ENSG00000161664	9812	0	21034	1.0	0.318
ENSG00000200403	0	0	16	0	0.0
ENSG00000223495	0	0	0	0	0
ENSG00000127124	1155	145	9	0.888	0.992
ENSG00000233337	0	0	0	0	0
ENSG00000285570	0	0	0	0	0
ENSG00000276735	0	0	0	0	0
ENSG00000264739	416	0	534	1.0	0.438
ENSG00000226945	0	0	12	0	0.0
ENSG00000225828	0	0	1156	0	0.0
ENSG00000130939	529	25	1	0.955	0.998
ENSG00000227925	31	0	1	1.0	0.969
ENSG00000108516	479	0	1	1.0	0.998
ENSG00000266709	0	0	0	0	0
ENSG00000153933	5	0	2247	1.0	0.002
ENSG00000265744	0	0	48	0	0.0
ENSG00000116406	5247	0	27	1.0	0.995
ENSG00000274487	268	1	2040	0.996	0.116
ENSG00000227585	0	0	0	0	0
ENSG00000224584	0	0	248	0	0.0
ENSG00000108557	2189	12	293	0.995	0.882
ENSG00000159111	2341	0	25	1.0	0.989
ENSG00000185946	4371	2	57	1.0	0.987
ENSG00000231440	0	0	0	0	0
ENSG00000143297	553	1	1	0.998	0.998
ENSG00000262879	6735	24	14999	0.996	0.31
ENSG00000197880	186	2	4	0.989	0.979
ENSG00000223979	0	0	0	0	0
ENSG00000160202	24	0	270	1.0	0.082
ENSG00000280013	0	0	0	0	0
ENSG00000235988	0	0	0	0	0
ENSG00000222552	0	0	100	0	0.0
ENSG00000235378	0	0	0	0	0
ENSG00000284332	0	0	42	0	0.0
ENSG00000279804	59	0	9	1.0	0.868
ENSG00000109111	6688	0	170	1.0	0.975
ENSG00000274121	0	0	0	0	0
ENSG00000167862	4	0	0	1.0	1.0
ENSG00000179456	44	0	0	1.0	1.0
ENSG00000230699	0	0	6	0	0.0
ENSG00000213262	0	0	0	0	0
ENSG00000277882	0	0	0	0	0
ENSG00000108395	1170	9	254	0.992	0.822
ENSG00000116266	558	0	6	1.0	0.989
ENSG00000267280	2	0	442	1.0	0.005
ENSG00000271554	0	0	38	0	0.0
ENSG00000280095	328	0	2	1.0	0.994
ENSG00000286435	0	1	0	0.0	0
ENSG00000207149	0	0	8	0	0.0
ENSG00000266466	0	0	2	0	0.0
ENSG00000210741	0	0	0	0	0
ENSG00000217644	6	0	0	1.0	1.0
ENSG00000050628	1144	3	12	0.997	0.99
ENSG00000265241	267	0	467	1.0	0.364
ENSG00000143032	0	0	0	0	0
ENSG00000228140	4	0	0	1.0	1.0
ENSG00000143333	0	0	0	0	0
ENSG00000272006	0	0	0	0	0
ENSG00000233653	0	0	18	0	0.0
ENSG00000238231	0	0	0	0	0
ENSG00000230260	0	0	0	0	0
ENSG00000272770	0	0	0	0	0
ENSG00000177602	0	0	0	0	0
ENSG00000204316	0	0	384	0	0.0
ENSG00000087111	0	0	5494	0	0.0
ENSG00000158816	1089	1	381	0.999	0.741
ENSG00000132692	1	0	21	1.0	0.045
ENSG00000234761	0	0	0	0	0
ENSG00000266501	0	0	0	0	0
ENSG00000266651	0	0	112	0	0.0
ENSG00000159055	90	0	24	1.0	0.789
ENSG00000143093	2631	4	5	0.998	0.998
ENSG00000262664	0	0	56	0	0.0
ENSG00000223656	0	0	0	0	0
ENSG00000286629	0	0	0	0	0
ENSG00000225006	4	1	0	0.8	1.0
ENSG00000235638	167	0	51	1.0	0.766
ENSG00000227102	0	0	0	0	0
ENSG00000264954	13	0	1	1.0	0.929
ENSG00000236457	0	0	0	0	0
ENSG00000132383	146	4	4	0.973	0.973
ENSG00000273687	0	0	0	0	0
ENSG00000123472	4226	1	242	1.0	0.946
ENSG00000287607	0	0	0	0	0
ENSG00000267765	0	0	0	0	0
ENSG00000237373	0	0	22	0	0.0
ENSG00000116209	133	0	3	1.0	0.978
ENSG00000286194	4	0	0	1.0	1.0
ENSG00000223720	40	0	18	1.0	0.69
ENSG00000244371	0	0	146	0	0.0
ENSG00000143006	0	0	0	0	0
ENSG00000170689	0	0	0	0	0
ENSG00000277476	0	0	0	0	0
ENSG00000259818	0	0	0	0	0
ENSG00000162910	7812	0	18	1.0	0.998
ENSG00000234509	55	0	1	1.0	0.982
ENSG00000108384	913	0	5	1.0	0.995
ENSG00000252212	0	0	44	0	0.0
ENSG00000253831	585	0	29	1.0	0.953
ENSG00000228060	0	0	0	0	0
ENSG00000237057	2366	2	954	0.999	0.713
ENSG00000232989	0	0	0	0	0
ENSG00000225478	0	0	0	0	0
ENSG00000273606	0	0	0	0	0
ENSG00000223692	0	0	0	0	0
ENSG00000215938	0	0	0	0	0
ENSG00000233213	0	0	2	0	0.0
ENSG00000287895	0	0	0	0	0
ENSG00000263574	0	0	0	0	0
ENSG00000287676	2	0	0	1.0	1.0
ENSG00000222808	0	0	0	0	0
ENSG00000173838	1247	36	4141	0.972	0.231
ENSG00000085998	340	0	18	1.0	0.95
ENSG00000185359	2834	2	384	0.999	0.881
ENSG00000214941	3142	0	156	1.0	0.953
ENSG00000185332	129	0	1	1.0	0.992
ENSG00000227994	0	0	0	0	0
ENSG00000198965	0	0	4	0	0.0
ENSG00000240280	609	0	93	1.0	0.868
ENSG00000087157	2000	3	268	0.999	0.882
ENSG00000200213	0	0	0	0	0
ENSG00000091483	70	0	0	1.0	1.0
ENSG00000267604	0	0	0	0	0
ENSG00000273198	0	0	0	0	0
ENSG00000273098	0	0	0	0	0
ENSG00000232971	0	0	0	0	0
ENSG00000263394	0	0	86	0	0.0
ENSG00000224763	0	0	0	0	0
ENSG00000277887	0	0	374	0	0.0
ENSG00000237188	33	625	159	0.05	0.172
ENSG00000198700	85	0	5	1.0	0.944
ENSG00000204237	338	0	4	1.0	0.988
ENSG00000173728	134	0	176	1.0	0.432
ENSG00000243646	8125	1	1977	1.0	0.804
ENSG00000286057	0	0	0	0	0
ENSG00000225387	0	0	0	0	0
ENSG00000171595	7147	0	233	1.0	0.968
ENSG00000143199	134	0	0	1.0	1.0
ENSG00000183018	1864	0	42	1.0	0.978
ENSG00000136487	177	0	43	1.0	0.805
ENSG00000182118	62	0	12	1.0	0.838
ENSG00000277488	0	0	0	0	0
ENSG00000261872	0	0	4	0	0.0
ENSG00000240270	0	0	0	0	0
ENSG00000274836	0	0	0	0	0
ENSG00000231849	0	0	0	0	0
ENSG00000279685	0	0	0	0	0
ENSG00000259832	0	0	0	0	0
ENSG00000141232	55	0	11	1.0	0.833
ENSG00000220323	16	0	56	1.0	0.222
ENSG00000116128	354	0	0	1.0	1.0
ENSG00000273591	0	0	0	0	0
ENSG00000285930	0	0	0	0	0
ENSG00000280040	8	0	0	1.0	1.0
ENSG00000154429	24011	0	3605	1.0	0.869
ENSG00000229052	0	0	12	0	0.0
ENSG00000231547	82	0	0	1.0	1.0
ENSG00000133193	434	2	536	0.995	0.447
ENSG00000260063	0	0	2	0	0.0
ENSG00000226545	0	0	6	0	0.0
ENSG00000186150	0	0	0	0	0
ENSG00000143318	176	0	4	1.0	0.978
ENSG00000199349	0	0	0	0	0
ENSG00000266117	6	0	0	1.0	1.0
ENSG00000276234	1651	7	29	0.996	0.983
ENSG00000186197	526	18	628	0.967	0.456
ENSG00000108561	245	0	15	1.0	0.942
ENSG00000279778	0	0	0	0	0
ENSG00000279167	152	0	0	1.0	1.0
ENSG00000215088	0	0	0	0	0
ENSG00000186977	2	0	0	1.0	1.0
ENSG00000174876	0	0	152	0	0.0
ENSG00000263520	166	0	2	1.0	0.988
ENSG00000224550	118	0	0	1.0	1.0
ENSG00000197273	487	0	3	1.0	0.994
ENSG00000233175	0	0	438	0	0.0
ENSG00000203288	0	0	2	0	0.0
ENSG00000225857	48	0	0	1.0	1.0
ENSG00000118454	255	2	1	0.992	0.996
ENSG00000180042	0	0	0	0	0
ENSG00000261182	0	0	0	0	0
ENSG00000215386	35712	288	864	0.992	0.976
ENSG00000266563	0	0	0	0	0
ENSG00000252456	0	0	26	0	0.0
ENSG00000161544	106	0	1384	1.0	0.071
ENSG00000182853	848	0	0	1.0	1.0
ENSG00000011009	1330	0	8	1.0	0.994
ENSG00000187980	1478	0	18	1.0	0.988
ENSG00000282265	31	0	1	1.0	0.969
ENSG00000171396	273	0	7	1.0	0.975
ENSG00000229372	0	0	0	0	0
ENSG00000231175	0	1	0	0.0	0
ENSG00000224462	4	0	2	1.0	0.667
ENSG00000160284	4	0	0	1.0	1.0
ENSG00000228198	33	0	3	1.0	0.917
ENSG00000237230	314	0	2	1.0	0.994
ENSG00000143398	5639	0	25	1.0	0.996
ENSG00000284721	84	0	12	1.0	0.875
ENSG00000199334	0	0	0	0	0
ENSG00000197769	75	0	7	1.0	0.915
ENSG00000273388	0	0	2	0	0.0
ENSG00000265794	1	5	11	0.167	0.083
ENSG00000084070	1878	0	10	1.0	0.995
ENSG00000265491	232	2	0	0.991	1.0
ENSG00000176256	0	0	12	0	0.0
ENSG00000049247	2	0	0	1.0	1.0
ENSG00000126698	2873	0	19	1.0	0.993
ENSG00000162511	10	0	0	1.0	1.0
ENSG00000270629	1088	121	5560	0.9	0.164
ENSG00000248121	0	0	20	0	0.0
ENSG00000184022	1170	0	0	1.0	1.0
ENSG00000271459	0	0	0	0	0
ENSG00000170315	276	0	690	1.0	0.286
ENSG00000244097	0	0	0	0	0
ENSG00000286005	258	0	2	1.0	0.992
ENSG00000196427	17	1	39	0.944	0.304
ENSG00000116741	0	0	142	0	0.0
ENSG00000275722	24	0	0	1.0	1.0
ENSG00000223675	8	0	0	1.0	1.0
ENSG00000275816	638	0	20	1.0	0.97
ENSG00000244389	0	0	0	0	0
ENSG00000171960	101	0	875	1.0	0.103
ENSG00000238382	355	0	11	1.0	0.97
ENSG00000240750	0	0	0	0	0
ENSG00000109103	0	0	582	0	0.0
ENSG00000252483	0	0	0	0	0
ENSG00000266498	0	0	6	0	0.0
ENSG00000108840	356	3	8	0.992	0.978
ENSG00000159216	3389	1862	299	0.645	0.919
ENSG00000160716	3498	0	608	1.0	0.852
ENSG00000207730	113	0	5	1.0	0.958
ENSG00000224468	0	0	0	0	0
ENSG00000228696	7	42	467	0.143	0.015
ENSG00000121101	472	24	36	0.952	0.929
ENSG00000263312	307	0	1	1.0	0.997
ENSG00000235079	11	0	1	1.0	0.917
ENSG00000285853	2	0	0	1.0	1.0
ENSG00000279152	0	0	34	0	0.0
ENSG00000265964	0	0	0	0	0
ENSG00000274211	414	0	0	1.0	1.0
ENSG00000278864	0	0	66	0	0.0
ENSG00000171161	32	0	0	1.0	1.0
ENSG00000243539	104	0	2	1.0	0.981
ENSG00000136436	31506	1	228	1.0	0.993
ENSG00000275392	0	0	0	0	0
ENSG00000201405	0	0	0	0	0
ENSG00000232118	0	0	0	0	0
ENSG00000251958	0	0	0	0	0
ENSG00000169718	1403	0	9	1.0	0.994
ENSG00000198929	118	17	260	0.874	0.312
ENSG00000162877	0	0	780	0	0.0
ENSG00000228217	0	29	0	0.0	0
ENSG00000283136	0	0	0	0	0
ENSG00000262099	0	0	0	0	0
ENSG00000278863	0	0	0	0	0
ENSG00000267518	0	0	92	0	0.0
ENSG00000263107	0	0	44	0	0.0
ENSG00000162572	3294	1	116	1.0	0.966
ENSG00000238754	0	0	6	0	0.0
ENSG00000267744	237	0	475	1.0	0.333
ENSG00000266458	0	0	16	0	0.0
ENSG00000226487	0	0	6	0	0.0
ENSG00000271587	0	0	0	0	0
ENSG00000187824	11	6	1	0.647	0.917
ENSG00000277344	0	0	2	0	0.0
ENSG00000243709	0	0	126	0	0.0
ENSG00000240038	1329	3	1117	0.998	0.543
ENSG00000263860	0	0	0	0	0
ENSG00000272400	69	0	43	1.0	0.616
ENSG00000233540	0	0	154	0	0.0
ENSG00000162438	2521	0	3	1.0	0.999
ENSG00000234439	14	0	0	1.0	1.0
ENSG00000232124	0	0	1482	0	0.0
ENSG00000180488	14878	8	1166	0.999	0.927
ENSG00000199059	0	0	0	0	0
ENSG00000108759	1048	0	4	1.0	0.996
ENSG00000271914	0	0	0	0	0
ENSG00000228477	0	0	146	0	0.0
ENSG00000205309	1136	1	2	0.999	0.998
ENSG00000141750	0	0	0	0	0
ENSG00000228105	0	0	0	0	0
ENSG00000265982	0	0	120	0	0.0
ENSG00000163125	717	18	3	0.976	0.996
ENSG00000259984	0	0	64	0	0.0
ENSG00000270605	0	0	3522	0	0.0
ENSG00000234202	0	0	6	0	0.0
ENSG00000286210	301	0	5	1.0	0.984
ENSG00000265031	0	0	0	0	0
ENSG00000178130	0	0	0	0	0
ENSG00000238260	42	0	0	1.0	1.0
ENSG00000183520	0	0	0	0	0
ENSG00000233246	0	0	0	0	0
ENSG00000212398	12	0	0	1.0	1.0
ENSG00000226364	356	0	2	1.0	0.994
ENSG00000235492	0	0	0	0	0
ENSG00000233327	0	0	50	0	0.0
ENSG00000237330	102	0	0	1.0	1.0
ENSG00000265689	0	0	332	0	0.0
ENSG00000281571	0	0	90	0	0.0
ENSG00000225285	230	1	2	0.996	0.991
ENSG00000262492	0	0	0	0	0
ENSG00000279263	0	0	0	0	0
ENSG00000252370	0	0	0	0	0
ENSG00000256358	0	0	0	0	0
ENSG00000131238	3779	2	605	0.999	0.862
ENSG00000237090	352	0	0	1.0	1.0
ENSG00000236383	1585	2	327	0.999	0.829
ENSG00000221038	0	0	0	0	0
ENSG00000084072	6306	3	234	1.0	0.964
ENSG00000229258	6	2	0	0.75	1.0
ENSG00000207321	0	0	0	0	0
ENSG00000227735	0	0	640	0	0.0
ENSG00000186834	319	1	399	0.997	0.444
ENSG00000282143	0	0	2	0	0.0
ENSG00000284773	112	0	156	1.0	0.418
ENSG00000286148	0	0	6	0	0.0
ENSG00000261135	27	0	81	1.0	0.25
ENSG00000227011	2	0	0	1.0	1.0
ENSG00000142910	890	0	48	1.0	0.949
ENSG00000278638	0	0	16	0	0.0
ENSG00000253730	0	0	0	0	0
ENSG00000178921	6363	0	33	1.0	0.995
ENSG00000288099	0	0	0	0	0
ENSG00000279200	0	0	0	0	0
ENSG00000122435	503	0	193	1.0	0.723
ENSG00000132676	2354	3	66	0.999	0.973
ENSG00000243960	0	0	0	0	0
ENSG00000222623	0	0	0	0	0
ENSG00000229840	6	0	0	1.0	1.0
ENSG00000204006	251	0	1	1.0	0.996
ENSG00000263266	0	0	0	0	0
ENSG00000237975	6226	29	2452	0.995	0.717
ENSG00000286213	0	0	0	0	0
ENSG00000187701	0	0	0	0	0
ENSG00000207341	0	0	0	0	0
ENSG00000236206	454	0	2	1.0	0.996
ENSG00000088035	1583	0	3	1.0	0.998
ENSG00000142207	1609	1	491	0.999	0.766
ENSG00000116761	1272	0	8	1.0	0.994
ENSG00000225196	0	0	0	0	0
ENSG00000285833	0	0	14	0	0.0
ENSG00000226862	0	0	4	0	0.0
ENSG00000231767	0	0	0	0	0
ENSG00000228548	0	0	0	0	0
ENSG00000134644	42632	8	140	1.0	0.997
ENSG00000266707	4	0	0	1.0	1.0
ENSG00000253097	0	0	0	0	0
ENSG00000240667	0	0	196	0	0.0
ENSG00000169733	3273	0	795	1.0	0.805
ENSG00000285361	0	0	0	0	0
ENSG00000143549	8535	0	475	1.0	0.947
ENSG00000278860	0	0	344	0	0.0
ENSG00000284739	0	0	0	0	0
ENSG00000230114	0	0	0	0	0
ENSG00000203710	592	3	348	0.995	0.63
ENSG00000166292	2328	0	10	1.0	0.996
ENSG00000230946	0	0	50	0	0.0
ENSG00000171298	530	0	2	1.0	0.996
ENSG00000236334	0	0	2630	0	0.0
ENSG00000264522	157	2	1	0.987	0.994
ENSG00000236876	0	0	0	0	0
ENSG00000270620	0	0	24	0	0.0
ENSG00000225934	0	0	0	0	0
ENSG00000188931	0	0	0	0	0
ENSG00000265445	1381	0	611	1.0	0.693
ENSG00000214946	0	0	2452	0	0.0
ENSG00000161610	0	0	0	0	0
ENSG00000186790	0	0	0	0	0
ENSG00000265342	0	0	0	0	0
ENSG00000225267	0	0	0	0	0
ENSG00000287710	1551	0	475	1.0	0.766
ENSG00000160691	2161	0	1359	1.0	0.614
ENSG00000231252	2689	1	79	1.0	0.971
ENSG00000278811	0	1567	0	0.0	0
ENSG00000160218	203	18	17	0.919	0.923
ENSG00000228063	195	1	5	0.995	0.975
ENSG00000201758	4	0	0	1.0	1.0
ENSG00000158615	0	0	0	0	0
ENSG00000188643	378	0	2	1.0	0.995
ENSG00000227139	59	0	3	1.0	0.952
ENSG00000237763	0	0	518	0	0.0
ENSG00000172057	648	0	4	1.0	0.994
ENSG00000235927	0	0	0	0	0
